scope,espn_id,name,pos,status,wins,losses,skips,appearances,win_pct,dynasty_value,on_field_value,fair_value_2026,fair_value_dynasty
season,4431431,Corey Kiner,RB,fa,0,2,0,2,0.0,29.7,15.3,1.0,1.0
season,4429676,Tyler Goodson,RB,fa,0,2,0,2,0.0,32.5,8.7,7.0,7.0
season,4890973,Ashton Jeanty,RB,rookie,0,3,1,4,0.0,55.5,34.0,92.0,92.0
season,4601080,Raheim Sanders,RB,fa,0,3,0,3,0.0,28.8,13.7,0.0,0.0
season,4599739,Kendre Miller,RB,fa,0,1,0,1,0.0,34.1,17.6,12.0,12.0
season,4430871,Sean Tucker,RB,active,0,3,0,3,0.0,43.6,23.1,41.0,157.0
season,4682745,Jaylen Wright,RB,rookie,0,4,0,4,0.0,35.9,12.7,17.0,17.0
season,3127586,Jeremy McNichols,RB,fa,0,2,0,2,0.0,35.0,21.8,12.0,12.0
season,4685350,Trevor Etienne,RB,fa,0,1,0,1,0.0,46.1,12.7,55.0,55.0
season,4685702,Quinshon Judkins,RB,rookie,0,2,1,3,0.0,52.8,34.3,80.0,80.0
season,3054850,Alvin Kamara,RB,fa,0,2,0,2,0.0,41.6,39.8,30.0,30.0
season,4361579,Javonte Williams,RB,fa,0,2,0,2,0.0,57.3,46.2,94.0,94.0
season,4239996,Travis Etienne Jr.,RB,fa,0,1,0,1,0.0,54.6,44.7,80.0,80.0
season,3128720,Nick Chubb,RB,fa,0,1,0,1,0.0,39.5,34.1,24.0,24.0
season,3149687,Chris Brooks,RB,fa,0,2,0,2,0.0,38.4,10.8,24.0,24.0
season,4605841,Nathan Carter,RB,fa,0,1,0,1,0.0,31.2,11.6,4.0,4.0
season,4360294,Antonio Gibson,RB,fa,0,1,0,1,0.0,31.9,23.6,5.0,5.0
season,4362748,Tyler Badie,RB,fa,0,3,0,3,0.0,30.9,11.9,3.0,3.0
season,4429299,Tahj Brooks,RB,fa,0,1,0,1,0.0,38.6,5.8,26.0,26.0
season,4569682,Audric Estime,RB,fa,0,1,0,1,0.0,36.9,13.7,21.0,21.0
season,3059915,Kareem Hunt,RB,fa,0,1,0,1,0.0,41.9,33.3,31.0,31.0
season,4032473,Rashid Shaheed,WR,fa,0,1,0,1,0.0,49.7,32.1,47.0,47.0
season,4877706,Jayden Higgins,WR,rookie,0,1,0,1,0.0,54.9,27.1,72.0,72.0
season,4242540,Isaiah Hodgins,WR,fa,0,3,0,3,0.0,35.3,19.0,2.0,2.0
season,4431299,Rome Odunze,WR,rookie,0,3,0,3,0.0,57.8,39.3,84.0,84.0
season,4567506,Tahj Washington,WR,fa,0,5,0,5,0.0,28.0,1.9,0.0,0.0
season,4428331,Rashee Rice,WR,rookie,0,6,0,6,0.0,57.2,59.8,77.0,77.0
season,4569371,Isaiah Williams,WR,fa,0,1,0,1,0.0,41.9,14.7,21.0,21.0
season,4386544,Xavier Smith,WR,fa,0,2,0,2,0.0,39.2,16.8,12.0,12.0
season,4602667,Jaylin Lane,WR,fa,0,1,0,1,0.0,46.7,14.3,39.0,39.0
season,15795,DeAndre Hopkins,WR,fa,0,1,0,1,0.0,38.1,26.7,7.0,7.0
season,4360078,Alec Pierce,WR,active,0,3,0,3,0.0,60.1,45.9,90.0,177.0
season,3930066,Van Jefferson,WR,fa,0,2,0,2,0.0,37.8,17.2,7.0,7.0
season,4427278,Xavier Gipson,WR,fa,0,2,0,2,0.0,31.7,6.3,0.0,0.0
season,4037235,Greg Dortch,WR,fa,0,2,0,2,0.0,45.0,26.1,30.0,30.0
season,4877203,Gage Larvadain,WR,fa,0,2,0,2,0.0,41.7,7.2,21.0,21.0
season,4361409,Jahan Dotson,WR,fa,0,2,1,3,0.0,45.6,14.3,34.0,34.0
season,4362921,Tyquan Thornton,WR,fa,0,1,0,1,0.0,44.7,21.8,30.0,30.0
season,5083754,Ryan Flournoy,WR,fa,0,1,0,1,0.0,46.2,20.5,36.0,36.0
season,4241476,Tyrell Shavers,WR,fa,0,2,0,2,0.0,40.9,16.1,17.0,17.0
season,4428796,Casey Washington,WR,fa,0,1,0,1,0.0,31.2,8.0,0.0,0.0
season,4567096,John Metchie III,WR,fa,0,2,0,2,0.0,45.6,17.7,34.0,34.0
season,4360939,Rashod Bateman,WR,active,0,7,0,7,0.0,46.4,25.2,35.0,101.0
season,3917914,Olamide Zaccheaus,WR,fa,0,3,0,3,0.0,42.2,21.5,20.0,20.0
season,4368003,Andrei Iosivas,WR,fa,0,2,0,2,0.0,52.9,26.1,62.0,62.0
season,4361577,Dyami Brown,WR,fa,0,1,0,1,0.0,45.5,16.4,33.0,33.0
season,4040655,Darnell Mooney,WR,active,0,3,0,3,0.0,43.5,27.3,23.0,23.0
season,3061612,Jamal Agnew,WR,fa,0,3,0,3,0.0,26.4,14.8,0.0,0.0
season,4426948,Luke McCaffrey,WR,fa,0,1,0,1,0.0,41.5,17.7,20.0,20.0
season,3120348,JuJu Smith-Schuster,WR,fa,0,1,0,1,0.0,44.0,25.7,26.0,26.0
season,5123663,Isaac TeSlaa,WR,practice_squad,0,3,0,3,0.0,48.0,16.1,43.0,43.0
season,5160110,Jahdae Walker,WR,fa,0,1,0,1,0.0,38.6,12.3,11.0,11.0
season,3926231,Britain Covey,WR,fa,0,1,0,1,0.0,24.8,12.3,0.0,0.0
season,4431492,Roman Wilson,WR,fa,0,1,0,1,0.0,45.0,15.9,32.0,32.0
season,3916945,Darius Slayton,WR,fa,0,1,0,1,0.0,47.0,30.2,35.0,35.0
season,3045523,Kendrick Bourne,WR,fa,0,1,0,1,0.0,41.6,30.9,17.0,17.0
season,4057082,Mason Kinsey,WR,fa,0,3,0,3,0.0,27.3,6.1,0.0,0.0
season,4360797,Tutu Atwell,WR,fa,0,2,0,2,0.0,43.5,19.5,26.0,26.0
season,2310331,Tyler Johnson,WR,fa,0,1,0,1,0.0,39.1,20.0,11.0,11.0
season,4569559,Devaughn Vele,WR,fa,0,1,0,1,0.0,41.4,18.7,18.0,18.0
season,4360405,Jake Bobo,WR,fa,0,1,0,1,0.0,32.5,7.5,0.0,0.0
season,4363551,Dylan Drummond,WR,fa,0,1,0,1,0.0,32.4,5.1,0.0,0.0
season,4043016,Dee Eskridge,WR,fa,0,1,0,1,0.0,30.1,9.5,0.0,0.0
season,4374187,Deven Thompkins,WR,fa,0,2,0,2,0.0,30.7,6.9,0.0,0.0
season,4431466,Jordan Watkins,WR,fa,0,1,0,1,0.0,29.3,6.7,0.0,0.0
season,4257188,Charlie Jones,WR,fa,0,2,0,2,0.0,35.6,9.1,3.0,3.0
season,3121409,Noah Brown,WR,fa,0,2,0,2,0.0,26.3,17.5,0.0,0.0
season,3127306,Dante Pettis,WR,fa,0,3,0,3,0.0,23.8,9.6,0.0,0.0
season,3728262,Ray-Ray McCloud III,WR,fa,0,1,0,1,0.0,32.6,18.9,0.0,0.0
season,3919510,Alex Bachman,WR,fa,0,1,0,1,0.0,25.7,7.6,0.0,0.0
season,4432708,Marvin Harrison Jr.,WR,rookie,0,2,0,2,0.0,64.5,51.3,114.0,114.0
season,3916433,Jakobi Meyers,WR,active,0,1,0,1,0.0,51.9,45.7,50.0,50.0
season,3051738,Marquez Valdes-Scantling,WR,fa,0,2,0,2,0.0,29.3,14.2,0.0,0.0
season,3929785,Nick Westbrook-Ikhine,WR,fa,0,1,0,1,0.0,41.0,20.7,16.0,16.0
season,4603186,Jack Bech,WR,rookie,0,4,0,4,0.0,46.2,12.8,37.0,37.0
season,4430834,Jalen McMillan,WR,fa,0,1,0,1,0.0,38.6,19.7,11.0,11.0
season,4685415,Travis Hunter,WR,rookie,0,3,0,3,0.0,44.1,27.6,29.0,29.0
season,4683062,Xavier Worthy,WR,rookie,0,3,0,3,0.0,55.9,31.8,76.0,76.0
season,4382466,Jalen Nailor,WR,fa,0,1,0,1,0.0,47.9,24.6,41.0,41.0
season,3121427,Curtis Samuel,WR,fa,0,1,0,1,0.0,31.7,21.0,0.0,0.0
season,3886809,Andre Baccellia,WR,fa,0,3,0,3,0.0,23.2,11.0,0.0,0.0
season,4883647,Elic Ayomanor,WR,fa,0,1,0,1,0.0,52.5,22.2,63.0,63.0
season,4569603,Malik Washington,WR,active,0,3,0,3,0.0,46.3,19.7,35.0,135.0
season,4426339,Spencer Rattler,QB,fa,0,3,0,3,0.0,36.6,19.0,0.0,0.0
season,4241464,Mac Jones,QB,fa,0,3,0,3,0.0,51.2,42.0,29.0,29.0
season,4683423,Riley Leonard,QB,fa,0,3,0,3,0.0,25.3,5.7,0.0,0.0
season,3116407,Mason Rudolph,QB,fa,0,4,0,4,0.0,32.1,26.4,0.0,0.0
season,4432762,sheduer,QB,rookie,0,7,0,7,0.0,35.4,18.8,0.0,0.0
season,4360423,Michael Penix,QB,rookie,0,3,0,3,0.0,39.2,27.0,0.0,0.0
season,4427238,Dillon Gabriel,QB,fa,0,2,0,2,0.0,33.4,9.7,0.0,0.0
season,4688380,Cam Ward,QB,practice_squad,0,3,0,3,0.0,41.8,11.5,1.0,1.0
season,14881,Russell Wilson,QB,fa,0,1,0,1,0.0,33.5,36.4,0.0,0.0
season,4036378,Jordan Love,QB,fa,0,1,0,1,0.0,67.9,63.4,97.0,97.0
season,4426338,B. Nix,QB,active,0,2,0,2,0.0,65.0,56.0,84.0,84.0
season,4431611,Caleb Williams,QB,rookie,0,5,0,5,0.0,60.5,45.9,65.0,65.0
season,2578570,Jacoby Brissett,QB,fa,0,1,0,1,0.0,40.4,31.9,0.0,0.0
season,3886812,Jake Browning,QB,fa,0,5,0,5,0.0,34.7,30.9,0.0,0.0
season,4432577,CJ Stroud,QB,rookie,0,3,0,3,0.0,62.4,52.7,74.0,74.0
season,15864,Geno Smith,QB,fa,0,4,0,4,0.0,46.3,38.7,11.0,11.0
season,4360310,Trevor Lawrence,QB,active,0,4,0,4,0.0,59.9,50.6,62.0,62.0
season,4889929,Quinn Ewers,QB,fa,0,1,0,1,0.0,24.6,6.0,0.0,0.0
season,4242512,Malik Willis,QB,fa,0,1,0,1,0.0,37.8,33.3,0.0,0.0
season,2573079,Carson Wentz,QB,fa,0,2,0,2,0.0,33.8,36.5,0.0,0.0
season,11252,Joe Flacco,QB,fa,0,1,0,1,0.0,22.9,15.4,0.0,0.0
season,4360689,Tyler Shough,QB,rookie,0,3,0,3,0.0,52.9,45.7,35.0,35.0
season,4360967,Brevyn Spann-Ford,TE,fa,0,4,0,4,0.0,34.9,12.7,8.0,8.0
season,4367209,Greg Dulcich,TE,fa,0,3,0,3,0.0,40.1,34.5,24.0,24.0
season,4431588,Ja'Tavion Sanders,TE,fa,0,2,0,2,0.0,44.6,23.2,41.0,41.0
season,3127310,Drew Sample,TE,fa,0,1,1,2,0.0,29.7,12.5,0.0,0.0
season,4361100,Jack Westover,TE,fa,0,3,0,3,0.0,31.6,3.6,1.0,1.0
season,4239944,Hunter Long,TE,fa,0,2,0,2,0.0,26.6,16.2,0.0,0.0
season,4361088,Colson Yankoff,TE,fa,0,3,0,3,0.0,36.3,14.2,12.0,12.0
season,3052897,Durham Smythe,TE,fa,0,3,0,3,0.0,26.7,8.8,0.0,0.0
season,4361411,Pat Freiermuth,TE,fa,0,2,0,2,0.0,55.2,48.0,79.0,79.0
season,4040612,Luke Farrell,TE,fa,0,1,0,1,0.0,34.3,16.6,6.0,6.0
season,4240472,Noah Gray,TE,fa,0,2,0,2,0.0,43.0,25.9,33.0,33.0
season,3052096,Johnny Mundt,TE,fa,0,1,0,1,0.0,29.2,15.3,0.0,0.0
season,4241961,Connor Heyward,TE,fa,0,4,0,4,0.0,32.2,11.7,2.0,2.0
season,4039160,Kylen Granson,TE,fa,0,1,0,1,0.0,32.1,9.4,2.0,2.0
season,3121023,Dallas Goedert,TE,fa,0,2,0,2,0.0,50.5,55.1,55.0,55.0
season,2468609,Taysom Hill,TE,active,0,4,0,4,0.0,24.6,18.5,0.0,0.0
season,4360635,Chig Okonkwo,TE,fa,0,4,0,4,0.0,52.7,39.7,71.0,71.0
season,15835,Zach Ertz,TE,fa,0,1,0,1,0.0,41.7,45.9,24.0,24.0
season,4383440,Nate Adkins,TE,fa,0,1,0,1,0.0,28.4,11.8,0.0,0.0
season,3043275,Austin Hooper,TE,fa,0,4,0,4,0.0,39.3,30.1,19.0,19.0
season,4048228,John Bates,TE,fa,0,3,0,3,0.0,32.1,13.3,2.0,2.0
season,4241263,Charlie Kolar,TE,fa,0,3,0,3,0.0,35.6,18.1,10.0,10.0
season,4608362,Shane Zylstra,TE,fa,0,3,0,3,0.0,15.1,4.8,0.0,0.0
season,15847,Travis Kelce,TE,fa,0,2,0,2,0.0,62.0,78.6,91.0,91.0
season,2576925,Darren Waller,TE,fa,0,1,0,1,0.0,41.1,55.3,23.0,23.0
season,4686728,Gunnar Helm,TE,fa,0,1,0,1,0.0,51.1,31.2,67.0,67.0
season,4373030,Ben Sims,TE,fa,0,1,0,1,0.0,27.6,8.3,0.0,0.0
season,4243331,Cade Otton,TE,fa,0,2,0,2,0.0,50.9,41.3,62.0,62.0
season,3054212,Jonnu Smith,TE,fa,0,1,0,1,0.0,45.8,41.4,39.0,39.0
season,4385690,Dalton Kincaid,TE,fa,0,3,0,3,0.0,57.9,56.8,92.0,92.0
season,4361050,Isaiah Likely,TE,active,0,1,0,1,0.0,44.4,32.7,37.0,143.0
season,4678006,Elijah Arroyo,TE,rookie,0,5,0,5,0.0,37.3,13.7,16.0,16.0
season,4242558,Tucker Fisk,TE,fa,0,2,0,2,0.0,25.3,5.5,0.0,0.0
season,3921690,Josh Oliver,TE,fa,0,2,0,2,0.0,36.4,24.1,11.0,11.0
season,4426844,Elijah Higgins,TE,fa,0,4,0,4,0.0,41.1,17.1,27.0,27.0
season,4360086,Josh Whyle,TE,fa,0,2,0,2,0.0,28.9,10.5,0.0,0.0
season,4258595,Cole Kmet,TE,fa,0,2,0,2,0.0,48.3,36.7,52.0,52.0
season,4361372,Jeremy Ruckert,TE,fa,0,1,0,1,0.0,40.0,19.6,24.0,24.0
season,4242557,Colby Parkinson,TE,fa,0,1,0,1,0.0,44.3,30.2,37.0,37.0
season,4696700,Tip Reiman,TE,fa,0,1,0,1,0.0,23.0,6.9,0.0,0.0
season,4045305,Ian Thomas,TE,fa,0,1,0,1,0.0,26.9,14.6,0.0,0.0
season,4035020,Charlie Woerner,TE,fa,0,1,0,1,0.0,27.1,5.8,0.0,0.0
season,3116365,Mark Andrews,TE,active,0,2,0,2,0.0,52.2,56.3,59.0,59.0
season,4426496,Cade Stover,TE,fa,0,1,0,1,0.0,31.0,13.1,0.0,0.0
season,4572680,Tucker Kraft,TE,active,0,4,0,4,0.0,67.4,81.1,132.0,132.0
season,3911853,Adam Trautman,TE,fa,0,1,0,1,0.0,36.2,20.1,11.0,11.0
season,4372096,Luke Schoonmaker,TE,fa,0,2,0,2,0.0,35.8,15.0,10.0,10.0
season,3930086,Dawson Knox,TE,fa,0,1,0,1,0.0,38.7,25.6,18.0,18.0
season,4242392,Brock Wright,TE,fa,0,1,0,1,0.0,34.3,20.8,7.0,7.0
season,4365395,Julian Hill,TE,fa,0,1,0,1,0.0,35.3,13.9,9.0,9.0
season,4595342,Oronde Gadsden,TE,active,0,2,0,2,0.0,62.2,55.4,115.0,338.0
season,4250764,Stone Smartt,TE,fa,0,1,0,1,0.0,30.6,9.5,0.0,0.0
season,4372026,Cameron Latu,TE,fa,0,2,0,2,0.0,31.8,4.3,1.0,1.0
season,3929645,Juwan Johnson,TE,fa,0,1,0,1,0.0,54.4,52.9,72.0,72.0
season,4431487,Savion Williams,WR,fa,0,1,0,1,0.0,43.7,14.4,28.0,28.0
season,4708486,Jimmy Horn Jr.,WR,fa,0,1,0,1,0.0,44.4,12.2,30.0,30.0
season,4373678,Khalil Shakir,WR,active,0,2,0,2,0.0,57.8,42.6,79.0,156.0
season,4569987,Jaylen Warren,RB,extension,0,5,0,5,0.0,50.9,44.5,63.0,184.0
season,4372019,Jerome Ford,RB,active,0,4,0,4,0.0,36.0,18.3,15.0,15.0
season,4361516,Daniel Bellinger,TE,fa,0,1,0,1,0.0,41.5,22.8,29.0,29.0
season,4597703,Tory Horton,WR,rookie,0,2,0,2,0.0,39.5,17.7,14.0,14.0
season,3916204,James Proche II,WR,fa,0,1,0,1,0.0,27.7,12.8,0.0,0.0
season,4430802,Darnell Washington,TE,fa,0,2,0,2,0.0,46.2,28.0,46.0,46.0
season,4567156,Treylon Burks,WR,fa,0,2,0,2,0.0,34.3,12.1,0.0,0.0
season,4430870,KeAndre Lambert-Smith,WR,fa,0,1,0,1,0.0,35.2,3.8,2.0,2.0
season,3127292,Will Dissly,TE,fa,0,1,0,1,0.0,31.1,23.8,0.0,0.0
season,4045163,Miles Sanders,RB,fa,0,2,0,2,0.0,26.5,21.1,0.0,0.0
season,4039505,Reggie Gilliam,RB,fa,0,1,0,1,0.0,26.4,9.3,0.0,0.0
season,4241983,Cody White,WR,fa,0,3,0,3,0.0,31.7,10.9,0.0,0.0
season,4401805,Dareke Young,WR,fa,0,1,0,1,0.0,30.2,8.4,0.0,0.0
season,2991662,Mack Hollins,WR,fa,0,1,0,1,0.0,42.6,34.7,19.0,19.0
season,3895856,Christian Kirk,WR,fa,0,1,0,1,0.0,39.8,22.9,13.0,13.0
season,16800,Davante Adams,WR,fa,0,2,0,2,0.0,49.8,50.1,40.0,40.0
season,3052587,Baker Mayfield,QB,active,0,2,0,2,0.0,52.8,42.3,32.0,32.0
season,4911851,LeQuint Allen Jr.,RB,fa,0,1,0,1,0.0,44.5,9.7,48.0,48.0
season,4430737,Kyren Williams,RB,fa,0,1,0,1,0.0,69.1,68.1,145.0,145.0
season,4430637,Ja'lynn Polk,WR,rookie,0,4,0,4,0.0,24.8,0.8,0.0,0.0
season,4372716,Nikko Remigio,WR,fa,0,1,0,1,0.0,39.3,13.3,13.0,13.0
season,4569618,Garrett Wilson,WR,active,0,1,0,1,0.0,52.1,40.6,57.0,57.0
season,4257364,Zavier Scott,RB,fa,0,2,0,2,0.0,34.6,9.1,12.0,12.0
season,5081397,Dylan Sampson,RB,fa,0,1,0,1,0.0,49.3,20.0,69.0,69.0
season,4039057,Lil'Jordan Humphrey,WR,fa,0,2,0,2,0.0,35.8,13.7,3.0,3.0
season,2576581,Chris Moore,WR,fa,0,2,0,2,0.0,29.6,20.2,0.0,0.0
season,4695883,Jalen Coker,WR,active,0,3,0,3,0.0,48.0,27.9,42.0,42.0
season,4243537,Gabe Davis,WR,fa,0,1,0,1,0.0,36.4,19.1,5.0,5.0
season,4711533,Ollie Gordon II,RB,fa,0,1,0,1,0.0,45.3,11.1,51.0,51.0
season,5097554,Kameron Johnson,WR,fa,0,1,0,1,0.0,45.5,16.3,34.0,34.0
season,4701936,Matthew Golden,WR,rookie,0,2,0,2,0.0,57.7,36.0,84.0,84.0
season,4722893,Jaleel McLaughlin,RB,fa,0,1,0,1,0.0,34.1,13.6,11.0,11.0
season,4240631,DeeJay Dallas,RB,fa,0,1,0,1,0.0,22.1,6.8,0.0,0.0
season,3929630,Saquon Barkley,RB,fa,0,1,0,1,0.0,62.3,66.0,106.0,106.0
season,4570037,Terrance Ferguson,TE,fa,0,1,0,1,0.0,42.0,18.0,32.0,32.0
season,4360978,David Martin-Robinson,TE,fa,0,1,0,1,0.0,32.9,11.2,3.0,3.0
season,14880,Kirk Cousins,QB,fa,0,1,0,1,0.0,35.4,35.1,0.0,0.0
season,3126486,Deebo Samuel,WR,fa,0,1,0,1,0.0,54.9,48.5,62.0,62.0
season,2983509,Dare Ogunbowale,RB,fa,0,1,0,1,0.0,26.0,6.7,0.0,0.0
season,4695193,Efton Chism III,WR,fa,0,1,0,1,0.0,37.2,12.3,7.0,7.0
season,4036335,Cedrick Wilson Jr.,WR,fa,0,1,0,1,0.0,29.3,12.7,0.0,0.0
season,4613104,Malachi Corley,WR,fa,0,1,0,1,0.0,38.0,5.9,9.0,9.0
season,4430656,Myles Price,WR,fa,0,1,0,1,0.0,46.5,12.3,38.0,38.0
season,4429148,Theo Johnson,TE,fa,0,1,0,1,0.0,50.6,38.7,63.0,63.0
season,4360763,Brycen Tremayne,WR,fa,0,1,0,1,0.0,46.1,15.4,35.0,35.0
season,2577327,Tyler Lockett,WR,fa,0,1,0,1,0.0,38.6,25.6,9.0,9.0
season,4241372,Hollywood Brown,WR,active,0,2,0,2,0.0,46.2,39.5,31.0,31.0
season,4428678,Jamari Thrash,WR,fa,0,1,0,1,0.0,34.6,8.4,1.0,1.0
season,4248528,Christian Watson,WR,active,0,1,0,1,0.0,49.0,39.5,43.0,125.0
season,4361777,Zamir White,RB,fa,0,1,0,1,0.0,23.1,3.8,0.0,0.0
season,4688813,Josh Downs,WR,rookie,0,2,0,2,0.0,55.4,33.7,72.0,72.0
season,3121422,Terry McLaurin,WR,extension,0,4,0,4,0.0,45.1,43.9,26.0,102.0
season,4722908,Drew Ogletree,TE,fa,0,1,0,1,0.0,31.7,12.2,1.0,1.0
season,3871102,David Sills V,WR,fa,0,1,0,1,0.0,26.6,10.1,0.0,0.0
season,4373626,Tyler Allgeier,RB,active,0,1,0,1,0.0,44.2,26.2,41.0,120.0
season,4429023,Marshawn Lloyd,RB,rookie,0,3,0,3,0.0,20.0,7.1,0.0,0.0
season,4239993,Tee Higgins,WR,extension,0,1,0,1,0.0,56.0,46.9,69.0,263.0
season,4686472,Marvin Mims,WR,active,0,3,0,3,0.0,53.2,28.2,64.0,126.0
season,3916148,Tony Pollard,RB,active,0,1,0,1,0.0,48.9,42.9,54.0,54.0
season,4433970,JJ McCarthy,QB,practice_squad,0,2,0,2,0.0,38.9,19.3,0.0,0.0
season,4361741,Brock Purdy,QB,active,0,2,0,2,0.0,66.5,70.7,90.0,180.0
season,4612826,Ladd McConkey,WR,rookie,0,4,0,4,0.0,65.8,50.6,119.0,119.0
season,4569587,Wan'Dale Robinson,WR,active,0,1,0,1,0.0,60.4,43.4,93.0,183.0
season,3117256,Dalton Schultz,TE,active,0,2,0,2,0.0,51.4,51.8,58.0,58.0
season,4427095,Demario Douglas,WR,active,0,1,0,1,0.0,55.4,33.5,71.0,71.0
season,4428718,Tre Tucker,WR,active,0,2,0,2,0.0,57.1,35.3,79.0,155.0
season,4241463,Jerry Jeudy,WR,active,0,4,0,4,0.0,50.6,31.0,49.0,96.0
season,4361370,Chris Olave,WR,active,0,2,0,2,0.0,58.0,44.6,81.0,307.0
season,4429059,Woody Marks,RB,rookie,0,2,0,2,0.0,47.3,31.0,53.0,53.0
season,4047650,DK Metcalf,WR,active,0,1,0,1,0.0,56.2,49.8,67.0,67.0
season,4686612,Tre Harris,WR,rookie,0,3,1,4,0.0,49.7,19.0,49.0,49.0
season,4819231,Kaleb Johnson,RB,active,0,3,0,3,0.0,29.5,1.4,1.0,3.0
season,16737,Mike Evans,WR,active,0,1,0,1,0.0,36.0,36.1,3.0,6.0
season,4040715,Jalen Hurts,QB,active,0,2,0,2,0.0,68.5,66.4,98.0,98.0
season,4429025,Quentin Johnston,WR,active,0,1,0,1,0.0,56.2,36.5,76.0,76.0
season,3046779,Jared Goff,QB,active,0,2,0,2,0.0,67.3,69.9,87.0,173.0
season,4431268,Chimere Dike,WR,active,0,2,0,2,0.0,53.1,25.7,63.0,184.0
season,4608686,Kyle Monangai,RB,active,0,1,0,1,0.0,55.3,38.6,88.0,335.0
season,4360516,Tyrone Tracy,RB,active,0,3,0,3,0.0,47.3,35.4,52.0,52.0
season,3043078,Derrick Henry,RB,extension,0,1,0,1,0.0,64.4,74.5,107.0,319.0
season,4432710,Treveyon Henderson,RB,rookie,0,1,0,1,0.0,64.0,53.3,126.0,126.0
season,3886598,J Jennings,WR,extension,0,2,0,2,0.0,49.7,40.8,43.0,125.0
season,4379399,James Cook,RB,extension,0,1,0,1,0.0,70.4,76.0,142.0,550.0
season,4682652,Devin Neal,RB,active,0,1,0,1,0.0,38.1,17.2,24.0,24.0
season,3917315,Kyler Murray,QB,fa,0,0,1,1,0.0,48.9,48.5,21.0,21.0
season,4362887,Justin Fields,QB,fa,0,1,0,1,0.0,51.7,45.9,31.0,31.0
season,4241478,Devonta Smith,WR,active,0,1,0,1,0.0,63.1,57.3,97.0,370.0
season,4685279,Jaydon Blue,RB,rookie,0,1,0,1,0.0,27.2,8.1,0.0,0.0
season,4432773,Brian Thomas Jr.,WR,rookie,0,2,0,2,0.0,61.5,42.5,101.0,101.0
season,4569173,Rhamondre Stevenson,RB,fa,0,2,0,2,0.0,51.9,47.0,68.0,68.0
season,3917792,Daniel Jones,QB,active,0,1,0,1,0.0,54.3,50.3,39.0,39.0
season,4689114,Jaxson Dart,QB,active,0,1,0,1,0.0,63.5,55.0,79.0,236.0
season,4360248,Kyle Pitts,TE,active,0,1,0,1,0.0,58.6,52.5,93.0,93.0
season,4036131,Noah Fant,TE,fa,0,1,0,1,0.0,45.7,36.1,41.0,41.0
season,2573401,Tyler Higbee,TE,fa,0,1,0,1,0.0,33.3,37.4,4.0,4.0
season,4035538,David Montgomery,RB,fa,0,1,0,1,0.0,54.0,50.9,74.0,74.0
season,4635008,Keon Coleman,WR,rookie,0,1,0,1,0.0,55.7,34.3,76.0,76.0
season,4678008,Jonathan Brooks,RB,rookie,0,1,0,1,0.0,29.1,14.5,0.0,0.0
dynasty,4362628,Jamarr Chase,WR,active,73,0,0,73,100.0,79.6,80.9,179.0,179.0
dynasty,4426502,Drake London,WR,active,42,0,0,42,100.0,63.2,50.8,106.0,106.0
dynasty,4241389,Ceedee Lamb,WR,active,27,0,0,27,100.0,64.8,60.3,106.0,106.0
dynasty,4426515,Puka Nacua,WR,active,23,0,0,23,100.0,79.4,79.5,184.0,703.0
dynasty,3929630,Saquon Barkley,RB,fa,8,0,0,8,100.0,62.3,66.0,106.0,106.0
dynasty,4683062,Xavier Worthy,WR,rookie,3,0,0,3,100.0,55.9,31.8,76.0,76.0
dynasty,4430878,Jaxon Smith-Njigba,WR,rookie,26,0,1,27,96.3,80.9,75.9,195.0,195.0
dynasty,4379399,James Cook,RB,extension,25,1,0,26,96.2,70.4,76.0,142.0,550.0
dynasty,4432708,Marvin Harrison Jr.,WR,rookie,24,1,0,25,96.0,64.5,51.3,114.0,114.0
dynasty,4258173,Nico Collins,WR,fa,43,2,0,45,95.6,66.4,58.4,118.0,118.0
dynasty,4430807,Bijan Robinson,RB,rookie,19,1,0,20,95.0,86.7,97.1,231.0,231.0
dynasty,4595348,Malik Nabers,WR,fa,15,1,0,16,93.8,51.4,40.8,58.0,58.0
dynasty,4360078,Alec Pierce,WR,active,25,2,0,27,92.6,60.1,45.9,90.0,177.0
dynasty,4241478,Devonta Smith,WR,active,24,2,0,26,92.3,63.1,57.3,97.0,370.0
dynasty,4362238,Chase Brown,RB,rookie,11,1,0,12,91.7,60.1,55.7,101.0,101.0
dynasty,4429160,Devon Achane,RB,rookie,9,1,0,10,90.0,76.7,81.0,180.0,180.0
dynasty,4685702,Quinshon Judkins,RB,rookie,17,2,0,19,89.5,52.8,34.3,80.0,80.0
dynasty,4432665,Brock Bowers,TE,rookie,8,0,1,9,88.9,70.7,74.7,154.0,154.0
dynasty,4360248,Kyle Pitts,TE,active,15,2,0,17,88.2,58.6,52.5,93.0,93.0
dynasty,4361307,Trey McBride,TE,active,6,1,0,7,85.7,77.5,90.0,175.0,175.0
dynasty,4038941,Justin Herbert,QB,fa,8,2,0,10,80.0,63.5,55.7,77.0,77.0
dynasty,2577417,Dak Prescott,QB,active,11,2,1,14,78.6,61.8,66.7,63.0,126.0
dynasty,3040151,George Kittle,TE,active,6,2,0,8,75.0,67.2,93.1,113.0,224.0
dynasty,4432710,Treveyon Henderson,RB,rookie,6,1,1,8,75.0,64.0,53.3,126.0,126.0
